지하철역,4승,4하,5승,5하,6승,6하,7승,7하,8승,8하,9승,9하,10승,10하,11승,11하,12승,12하,13승,13하,14승,14하,15승,15하,16승,16하,17승,17하,18승,18하,19승,19하,20승,20하,21승,21하,22승,22하,23승,23하,24승,24하,1승,1하,2승,2하,3승,3하
경부선 서정리,24,0,2876,5473,7611,5091,12454,11980,10788,17106,8035,10650,8035,6638,8614,5633,10455,8856,9359,8819,9627,7379,11134,7877,16213,10557,23246,13225,18984,13402,9210,13922,7467,9143,5006,8116,2857,8378,830,4967,15,435,0,0,0,0,0,0
경부선 지제,2,0,1100,2714,2699,7612,7185,9321,5763,6855,3371,2981,2999,1888,2974,2492,4268,2985,2632,2552,3348,2667,4877,3377,5435,3838,10414,4140,8788,6249,5384,4906,3379,4018,3132,3131,2688,3134,816,1758,0,61,0,0,0,0,0,0
경부선 평택,38,0,6182,2482,13067,7315,25164,15716,22261,21466,18716,16395,17495,14035,17504,17873,18413,18675,18590,20113,18571,20522,19839,20192,23802,25786,28491,30289,27146,32552,19092,23202,18897,18335,13437,13576,10686,11137,3721,7021,15,1156,0,0,0,0,0,0
경부선 성환,13,0,1625,303,2945,1590,5450,10213,4918,13519,4749,8725,4785,4624,5129,5568,6926,7905,8212,7864,7438,5445,8017,4948,10178,5532,14952,6606,11576,6830,4822,5090,4127,4359,2758,4301,1314,3546,556,2317,60,436,0,0,0,0,0,0
경부선 직산,18,0,502,193,1266,775,1841,2009,1166,2979,980,797,960,861,863,723,975,867,837,994,857,776,1190,707,1104,1079,2158,1338,2481,1453,1019,1544,674,810,575,982,339,697,169,594,25,101,0,0,0,0,0,0
경부선 두정,1049,3,4048,692,8249,2260,13015,7649,11109,9240,7676,8923,7239,7266,7600,8326,7974,10811,9175,9447,8853,7905,9433,8243,10507,9073,13666,11187,13925,16010,7746,11533,5951,10249,4956,7967,3499,6952,1925,6030,35,1500,0,0,0,0,0,0
경부선 천안,1461,4,2490,619,4467,3097,8040,4884,7586,8456,8378,8221,7527,8468,9077,9246,8848,10076,9655,10831,10201,9063,11414,11873,12057,10166,12602,12091,11399,13260,8562,9503,6357,6808,4720,4745,2665,3950,1297,2517,13,1749,0,0,0,0,0,0
경부선 당정,3,0,2936,978,10332,3107,25170,8815,21836,15907,11074,4830,7833,3862,7697,4302,7812,4794,7275,5454,6350,5772,6746,6283,7763,8271,11289,12154,14350,17940,5962,18594,4475,12022,3461,10174,3057,10897,804,5225,27,348,0,0,0,0,0,0
경부선 서동탄,0,0,1067,8,4592,629,10355,1739,4447,1830,2155,750,1713,701,1628,1041,1609,1178,1378,1084,1339,1348,1503,2010,1812,1847,2079,2960,2543,4282,1085,5664,795,2923,534,2030,451,2670,149,1398,9,761,0,0,0,0,0,0
경부선 광명,0,0,6,1786,2798,4065,12229,4429,10273,4415,4876,3722,4215,2707,3224,1776,3515,4944,3223,151,2920,5354,6051,2546,2730,3938,7201,4702,7159,11409,6572,7140,1976,3575,4308,2791,2111,2637,434,1921,1,1,0,0,0,0,0,0
경인선 개봉,1083,2,17535,5612,35382,12195,92898,15270,83291,23146,48048,18236,32172,14731,29339,17796,30258,20986,28204,21720,24847,25320,23455,30723,27604,39043,30015,57623,29539,93204,17092,73003,12707,40379,11802,38523,8994,36285,2392,15341,21,914,0,0,0,0,0,0
경인선 오류동,489,3,11488,1939,17923,5029,51707,6334,53115,11248,26478,9596,18068,9231,16841,9429,18482,11240,16882,12791,14362,13988,14327,16802,15069,20160,15553,27920,14945,45443,8304,39124,6505,23712,5706,20442,4650,20220,1321,8653,17,471,0,0,0,0,0,0
경인선 역곡,814,10,26399,4035,43544,11019,121623,12968,114495,32788,58549,30395,38376,24782,34395,25677,36981,28690,36314,30125,31752,31591,32520,32536,38285,49406,42706,65763,36473,109975,22401,96623,17904,54771,16732,48360,14364,50579,3518,21185,53,874,0,0,0,0,0,0
경인선 부천,2319,10,35531,4673,42231,12198,108218,19159,104485,44875,57468,39116,41705,35079,43070,37749,46965,46278,46439,49459,44672,51318,48354,50923,54113,62729,56800,84338,56035,120920,38081,105701,32454,52876,35332,48512,30880,45052,6495,23909,172,2629,0,0,0,0,0,0
경인선 송내,1272,1,15512,7773,36725,15393,110793,31181,87858,78457,47736,42528,32910,21837,34762,20965,34243,23619,31991,26598,28902,26472,31258,28070,37764,37996,45252,55141,72725,88829,31220,86135,21294,46990,19912,40918,16845,42756,4542,19068,364,2035,0,0,0,0,0,0
경인선 부평,7573,57,20138,4757,35051,11994,85544,19593,78342,35023,43902,39110,34872,32151,37240,38298,41300,45776,42158,53884,41161,53090,45687,56101,52551,67916,58994,87681,55976,127979,42601,93185,40072,49272,47143,40892,47269,40111,8833,20418,853,3297,1,1,0,0,0,0
경인선 백운,41,1,7302,1699,13118,3957,29356,4362,25182,9292,14455,6413,11105,5360,10756,6554,10923,7717,9979,8187,8550,8428,8346,10593,10124,12386,12011,16858,9308,24187,5111,22621,3537,13780,3351,12027,2494,11819,966,6422,94,923,0,0,0,0,0,0
경인선 동암,424,6,19641,4841,28633,10545,54968,13977,50537,17745,30658,13449,21961,12673,20676,14708,22155,15880,20985,16908,18727,17064,17966,22170,21334,27600,25462,39584,23687,52717,14108,47521,10873,30783,10496,27798,8626,27524,2595,13847,121,1658,0,0,0,0,0,0
경인선 주안,1122,33,12924,3709,25180,9339,63717,17965,54626,30215,32733,21687,24654,15567,25463,15107,28444,19647,27336,19027,24757,21593,26692,21180,30887,30622,37555,37800,38800,54912,21581,56870,18082,31736,17896,28069,16202,26577,3992,18073,243,1824,0,0,0,0,0,0
경인선 제물포,786,4,7243,1326,13497,4269,38273,13009,31702,28156,17285,15651,13757,9768,13927,8331,15662,11158,15005,12100,13203,11186,16008,11486,21483,15854,21342,21163,23955,28394,9526,27662,6733,17036,5766,16012,4226,15741,1348,9833,22,1384,0,0,0,0,0,0
경인선 동인천,1576,3,7087,2964,15678,11399,39594,22029,31118,32499,19370,15089,17103,15331,19046,17196,20205,18235,20742,19743,20844,19034,24079,18412,28880,22111,35337,25286,37190,31659,17110,33408,12508,19484,10155,15094,7151,16822,1633,9736,14,1563,0,0,0,0,0,0
경인선 인천,250,3,1226,1017,2798,3066,5626,5545,4530,7825,2767,3532,2971,4179,3722,6894,5161,8006,6363,7159,8112,7182,9540,5623,10788,4410,12624,3805,11707,3215,5295,2339,4202,1918,2824,1511,1408,1365,408,847,5,442,0,0,0,0,0,0
경인선 구일,215,3,3705,1305,9071,3026,26958,8001,23318,11072,11899,5422,8604,4399,7946,4921,8417,5898,8196,6687,7400,6867,8089,8605,10442,10016,9644,14304,11293,26259,5102,21179,3919,11422,3419,10524,3208,10445,708,3758,12,213,1,0,0,0,0,0
경인선 소사,1087,48,17080,2783,16157,5799,36226,7364,31819,11504,19733,8603,15457,8933,13723,9879,14296,11442,13407,11328,12022,11823,11927,12531,12597,16534,14686,21931,12508,30476,7374,27169,5220,15879,4629,15383,3561,14476,1200,7967,31,936,0,0,0,0,0,0
경인선 부개,1718,12,8940,2435,15920,4622,39692,6331,30678,10509,16744,6074,12407,5682,11490,7078,11699,7794,11318,9143,9553,9089,9356,11482,12083,14609,11873,18635,11335,30254,6145,25477,4070,15465,3703,13791,3110,13646,1067,6875,84,989,0,0,0,0,0,0
경인선 간석,338,8,4970,1017,10901,2307,23860,4321,19595,8680,10892,5157,8519,4439,8042,5754,8470,6291,8007,6704,7583,7152,7602,7940,8771,10136,8934,14162,9704,18685,4848,18518,4041,10427,3837,8885,2734,8719,1149,5018,61,715,0,0,0,0,0,0
경인선 도원,536,7,2135,740,2952,2171,6448,5956,5868,21116,4067,3836,4025,3722,4405,3141,4989,3671,4489,4130,4326,4222,6821,4921,12561,5458,9060,5942,8254,6304,3039,5403,2330,3335,2987,3057,1112,2556,311,1843,4,433,0,0,0,0,0,0
경인선 온수(성공회대입구),152,3,5419,1253,8379,3617,23145,9864,23094,13797,12483,7917,9904,5616,9246,5493,10637,7516,9768,7520,9198,7593,9729,8615,14165,11081,12337,13800,11750,23482,5866,19094,3854,10996,4151,10089,3201,11105,1020,4145,31,309,0,0,0,0,0,0
경인선 중동,702,13,10576,1294,16311,4343,43928,5839,32927,12884,17444,7898,12737,7214,11946,7721,12718,9271,12118,9834,10459,10381,10395,11488,11642,14845,12361,19676,12771,30804,6947,29772,5018,16769,4157,14185,3125,14625,955,7265,81,1074,0,0,0,0,0,0
경인선 도화,228,2,4026,633,6827,1986,17572,4479,14357,7145,7927,3167,6038,3354,5995,3916,6352,4769,6038,4516,5411,5056,5281,5503,6589,7907,6327,8459,6839,10710,3146,11558,2138,6724,1596,6085,1286,5287,512,3949,11,707,0,0,0,0,0,0
경원선 이촌(국립중앙박물관),75,1,1136,568,3061,2039,8063,4771,8400,8138,6567,4852,5040,2985,5123,2911,5353,3436,5596,3836,5477,3597,6226,4269,7844,4697,10072,5636,9961,7659,5348,6402,3971,4090,3815,3790,2506,4638,481,1725,13,370,0,0,0,0,0,0
경원선 서빙고,43,1,717,620,2030,2771,3386,4202,2707,8117,2714,3026,2243,1887,2137,1546,2376,1721,2582,1865,2487,1920,3163,2306,4484,2330,6053,2562,6584,3649,2595,2798,1800,1506,1493,1688,990,1714,219,827,23,132,0,0,0,0,0,0
경원선 한남,94,1,1620,655,2441,3613,4558,10141,5813,13867,4515,11430,4440,5318,4424,4107,4725,4512,4643,5220,5322,4526,6792,4689,7734,5403,13481,6403,14516,7200,6991,5814,5039,2723,5139,2995,5747,2719,863,1180,13,374,0,0,0,0,0,0
경원선 옥수,0,0,0,12,0,46,24,27,126,232,65,13,27,111,20,130,14,74,24,27,40,9,11,18,313,37,380,50,43,31,367,4,33,17,29,22,16,19,9,1,1,0,0,0,0,0,0,0
경원선 응봉,125,0,1125,274,2669,1135,6851,2210,7085,2444,4461,1766,3100,2313,2690,2225,3151,2207,2796,2696,2600,2882,2794,2793,3255,3611,2926,4101,3250,5214,1679,5364,1324,2644,1017,1986,879,2650,246,1005,16,189,0,0,0,0,0,0
경원선 왕십리(성동구청),744,1,5010,762,8370,4372,24896,10716,38860,19985,25322,14008,14450,14392,13799,15796,16205,19737,17788,20843,18353,21443,20449,23611,23324,28818,27015,40629,28289,61695,21027,45422,20281,25541,25848,20215,24138,23515,3783,8598,88,2604,0,0,0,0,0,0
경원선 청량리(서울시립대입구),1273,7,5526,1172,8127,9265,27613,12509,37275,21191,20433,26583,25295,26233,19728,29079,24986,27137,28810,27825,26532,30950,29381,31433,30430,31007,27935,29437,32460,45422,19785,32037,22296,17189,13231,17061,7384,12234,2688,5302,22,1748,0,0,0,0,0,0
경원선 외대앞,511,13,4312,1103,7699,3137,17099,3950,20985,12397,11927,8867,10329,8430,10039,8499,11702,9394,11759,9650,11705,10413,12511,12270,13977,13718,15505,17230,12685,22949,8576,19442,7189,11440,7908,11455,6655,12900,1596,6524,51,772,0,0,1,1,0,0
경원선 신이문,1208,14,8981,1136,13619,2154,37458,4201,37719,7909,20531,4686,14213,5244,12284,6456,12303,8188,11836,8358,10434,9470,9478,12986,9194,16275,8739,20652,8295,30897,5820,25538,3365,16086,2856,13214,2332,14994,757,6112,32,641,0,0,0,0,0,0
경원선 석계,1188,9,6023,1632,10237,3574,24152,4995,27900,8363,18429,6175,14529,6853,12705,8036,13213,9600,12421,10220,11240,11855,11056,16078,10595,19326,11415,24782,10721,37021,8218,28311,6114,17747,6664,14704,5428,15015,1165,6245,41,716,0,0,0,0,0,0
경원선 광운대,1991,2,5954,1018,12497,2330,31362,6096,29907,14289,15222,9843,12261,9904,11332,11359,12420,10294,13004,11345,12142,13363,12163,12472,15225,14290,14605,17594,12444,24455,7571,23513,5961,14261,5909,11833,4962,13102,1539,8371,58,2147,0,0,0,0,0,0
경원선 월계,530,3,4734,1022,8540,2240,24056,7780,20925,9017,12957,7223,10461,5208,9699,5883,9790,7714,9952,8921,8873,7607,10317,9398,12407,12219,10572,13786,9165,19605,5322,18442,3731,9580,3693,8478,2740,9689,829,4038,55,649,0,0,0,0,0,0
경원선 녹천,962,14,4321,686,7738,1496,21891,3634,16734,4572,10479,2271,7394,3095,6591,3335,7701,4511,6568,4480,5454,4463,5495,5989,6873,7654,5479,9178,4724,13704,3610,13500,1999,8052,2093,6459,1200,7202,480,3482,32,443,0,0,0,0,0,0
경원선 창동,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
경원선 방학,451,5,10741,1630,14661,5784,30340,8491,28039,18815,17377,9873,15297,9968,13810,9129,15297,10313,13895,11344,13048,12742,13264,16081,14273,18926,14527,19265,17942,28904,8900,26322,6211,13929,5246,13090,4299,10950,1067,6311,102,1483,0,0,0,0,0,0
경원선 도봉,202,7,6745,1114,9154,3028,18920,3814,18294,9532,12129,7081,10033,7487,9093,6415,9096,7294,9824,8092,9560,8869,9407,10025,8900,11871,9100,12151,10289,16131,4804,15722,2837,8736,2556,7862,2030,7230,597,4116,44,920,0,0,0,0,0,0
경원선 도봉산,113,3,6070,737,9344,2035,23200,3645,20376,6956,13182,10846,11215,16988,11200,14470,13483,15780,16978,12248,20701,10890,22809,9511,23057,9306,18750,8258,13752,9668,7548,8383,3924,4715,2968,4543,2037,4743,520,2680,34,718,0,0,0,0,0,0
경원선 망월사,246,4,7379,955,12287,3205,25909,4249,25379,10340,15115,8419,11343,7044,11126,7037,11599,9731,11590,9654,10344,10766,10249,11530,11198,14595,11454,17206,10542,23498,5381,24332,3879,13402,3404,12120,2771,11849,793,5693,63,1282,0,0,0,0,0,0
경원선 회룡,980,24,13267,2039,25405,5631,56070,7674,44966,11553,26486,10499,21193,10338,20406,11265,19789,13550,18187,15611,15612,16584,14447,19599,14150,24633,14417,30838,12041,41243,7548,43472,5605,22293,4870,20768,3805,18742,937,9901,67,2151,0,0,0,0,0,0
경원선 의정부,2032,14,8929,2115,22368,7218,47328,12288,42320,33851,24860,30791,21042,25163,23606,25365,26611,27321,27734,34478,28433,31559,29883,30008,33198,33313,36934,40369,39531,53053,25662,48498,25653,27015,20595,23647,18933,19586,3226,13126,167,3068,0,0,0,0,0,0
경원선 가능,387,4,7063,1493,11419,3721,23225,6067,20923,14172,12143,7517,10327,5240,9727,5677,9783,6956,9161,7845,7984,7175,8073,8270,9434,11018,11811,12652,9068,19129,5505,19021,4119,11148,3740,9176,2965,8399,756,6246,37,950,0,0,0,0,0,0
경원선 녹양,233,1,4809,872,8316,2226,17592,4126,14227,9469,8225,4367,7127,2913,6730,4299,6895,4904,5983,4808,5708,4666,5874,5960,6333,7640,7796,8807,8060,13459,3966,13472,2557,8987,2206,6450,1535,6551,513,4341,19,900,0,0,0,0,0,0
경원선 양주,1341,9,5416,1220,11651,5178,31004,10725,24651,11021,15160,7221,12953,6566,11191,7552,12021,8809,10853,7758,10175,8530,9684,9286,11855,12131,12780,15781,14614,22212,6337,19751,3760,14888,3041,11013,1989,10641,636,6387,16,1737,0,0,0,0,0,0
경원선 덕계,0,0,2027,419,7190,3077,12815,2713,10510,4828,5465,2455,4337,1782,4098,2114,4221,2752,3995,2243,3353,2837,3731,3550,4641,3911,4665,6695,4631,7812,1711,8305,1292,5802,833,4418,706,3204,269,2603,13,471,0,0,0,0,0,0
경원선 덕정,0,0,3413,1648,8403,5045,19223,9984,16371,13750,9177,8120,7301,4762,8308,5839,8828,7483,8495,6858,7498,5196,7905,6760,9548,7826,12043,12779,13011,13800,5654,13457,3831,8253,3468,8252,2351,6868,1172,4169,149,795,0,0,0,0,0,0
경원선 지행,39,1,4492,800,10308,2309,20903,5501,18994,11757,11787,5890,9246,4811,9711,5890,9352,6993,9568,7930,7917,7353,7497,8922,8125,10396,9684,15479,11060,16081,5690,18852,4955,11560,4567,9074,3444,9817,1207,5736,115,1447,0,0,0,0,0,0
경원선 동두천중앙,17,0,2362,749,5081,1652,8167,3888,8253,9467,5722,3855,4924,3142,4770,4315,4895,4441,5054,4440,4653,3816,4810,4433,4618,4682,6328,5507,7072,5659,2650,6564,1853,4311,1201,3446,783,3519,284,2177,13,619,0,0,0,0,0,0
경원선 보산,15,0,1436,481,2222,801,3931,2053,3366,2304,2695,1443,2455,1167,2155,1430,2279,1498,2108,1731,2178,1868,1831,1953,2356,2211,3377,2564,2595,3103,1651,3857,988,2647,696,1809,310,1788,170,1114,9,246,0,0,0,0,0,0
경원선 동두천,44,1,646,377,2758,2654,4894,7766,5157,6873,3579,4894,3290,4579,3311,3938,3113,3159,3745,3543,3639,3264,4876,3571,4398,3171,5191,3362,5598,4787,2515,4083,1234,3272,576,2627,416,1980,177,1133,3,318,0,0,0,0,0,0
경원선 소요산,95,0,767,402,981,1033,3933,2382,3181,2493,4284,4439,3395,6971,4089,9578,5955,10863,7883,7960,11182,6282,12572,5019,11850,3829,7609,3276,4636,2014,1732,1445,1132,1338,706,915,388,1048,88,826,3,431,0,0,0,0,0,0
안산선 산본,625,1,7380,1844,22453,6308,55693,13858,52602,28493,25179,20636,20127,17360,19665,17450,21793,20037,20667,23056,20259,22564,21165,23744,23762,27814,25365,37249,29201,62742,18812,54824,15105,29823,16814,21834,14229,22732,3014,12016,55,559,0,0,0,0,0,0
안산선 대야미,1,0,2199,868,7132,3805,17669,4639,18234,8529,9512,4444,7014,4948,6238,5174,6769,4814,7173,4917,7093,5375,7392,5874,8204,7675,8912,8656,10148,14444,5195,12173,3681,8028,2790,7273,1792,7863,700,3345,33,256,0,0,0,0,0,0
안산선 반월,2,0,3074,731,7426,2228,17182,3566,15653,6606,9479,3573,6578,3141,6340,4029,6009,3972,6085,4629,5208,4971,4778,6234,5897,7867,7704,9576,7471,14834,3830,11317,2567,8864,1943,7086,1319,7547,511,3354,56,292,0,0,0,0,0,0
안산선 상록수,386,15,13612,2879,29902,8294,71770,12648,64614,18534,33087,13677,23235,11024,21145,12558,22892,14017,20879,16186,17749,16691,17598,19577,19316,25636,23634,37742,21086,63276,13433,56298,10069,35031,9553,33333,6768,29020,2167,16607,125,1405,0,0,0,0,0,0
안산선 한대앞,87,2,6978,873,15203,3707,30195,7436,25271,16717,14494,11185,11900,9163,12087,8818,12609,9712,11928,11119,11304,11294,11403,11490,12997,15088,17044,19476,16937,30578,8994,24624,7431,15608,7282,13389,6089,13289,1380,8008,63,853,0,0,0,0,0,0
안산선 중앙,141,3,7399,851,25547,7343,55910,13388,43533,37017,21843,29191,19095,17828,20790,17836,24096,23043,22649,26164,21937,25600,24108,25531,30643,30205,34369,42652,38118,64891,23638,54756,23365,29570,26386,25274,26106,22556,4316,15466,105,2040,0,0,0,0,0,0
안산선 고잔,210,8,4992,643,12711,4552,30281,13055,21507,27367,12157,13525,10982,9966,11909,8898,11706,9052,10622,10828,10702,10272,12285,9984,13630,10359,18885,15159,23373,22995,8784,19113,6723,12185,6553,10517,5289,10314,1397,7081,68,1105,0,0,0,0,0,0
안산선 초지,172,1,2915,343,8279,4328,19471,9590,15163,13340,7366,12488,5942,6628,6182,4965,6625,5805,6216,7673,5856,4854,6383,5043,9764,5575,11186,8829,11954,14110,5285,13034,3248,9180,3168,7627,1827,7274,459,4065,14,720,0,0,0,0,0,0
안산선 안산,1295,3,10565,1527,11985,15441,21392,41093,21023,33431,15237,14340,12551,11960,13274,12410,14931,12890,15002,12552,15032,13031,16325,13596,19722,14925,40947,20527,45499,23535,21814,20352,19794,14185,10859,12002,4463,9921,1051,5060,29,1157,0,0,0,0,0,0
안산선 신길온천,10,0,1758,94,3591,1253,6398,3293,5206,2850,2932,1456,2446,1401,2088,1560,2271,1674,2167,1533,1806,1910,2046,2158,2452,2543,3480,3605,3784,4659,1780,4122,1246,3123,794,2392,482,2517,169,1449,17,375,0,0,0,0,0,0
안산선 정왕,166,5,5802,227,8861,11163,17880,25201,14264,35045,10131,21583,9381,11864,10564,10869,12320,13157,13252,12200,12952,12044,15474,11312,21688,10610,28093,15103,31453,19399,14873,15449,10590,11772,8680,9997,4860,8832,997,5705,10,1459,0,0,0,0,0,0
안산선 오이도,183,2,6125,183,14584,5916,31747,13201,24550,14242,13320,7117,10385,7155,10662,9452,11112,11021,11092,11184,10048,10771,11688,12282,14240,13592,18771,18139,17997,25499,10316,22986,7954,15279,7179,13144,5409,12331,1196,8504,2,2556,0,0,0,0,0,0
안산선 수리산,14,2,2922,603,8371,1703,18943,3584,17568,5950,9332,3101,6525,4302,6081,3533,5855,3670,5672,3656,4541,3768,5006,4464,4908,5434,5021,6844,5425,12261,2734,10312,1682,6516,1429,5454,1009,5770,365,2979,4,225,0,0,0,0,0,0
과천선 선바위,1,0,1132,1063,5984,8810,19199,20554,22917,25046,14651,15685,9334,7566,8495,6982,9085,7099,9266,6492,9077,6730,9921,7617,13868,8619,22633,12043,30342,16949,15074,14100,9091,8540,7078,8149,3896,8544,902,3136,7,73,0,0,0,0,0,0
과천선 경마공원,0,0,213,237,743,1854,1886,2101,2425,5761,1901,1738,1663,1322,1540,1634,1418,1539,1859,1626,1898,1426,2146,1443,2356,1717,3255,1807,6098,2192,1166,1696,682,1226,500,1108,314,1068,100,424,0,2,1,1,0,0,0,0
과천선 대공원,1,0,72,379,226,3094,837,3667,1037,8410,1324,11135,1910,15814,3055,9575,5205,7275,6642,8706,8807,7673,11724,4418,13161,2728,11914,1526,10055,1254,4062,895,2305,459,658,392,373,302,150,153,0,5,0,0,0,0,0,0
과천선 과천,3,0,1838,495,7495,6340,22532,4404,20537,8569,11486,4357,8272,4160,7726,4294,8067,4689,7874,5203,7416,5328,7614,6100,10642,7859,10518,10704,8010,17719,3864,15579,2545,9040,1962,8926,1420,9889,374,4485,2,78,0,0,0,0,0,0
과천선 정부과천청사,4,1,1631,1042,6575,9048,18934,22074,16667,63662,11218,15608,9012,10474,9293,8313,10064,8915,10946,9716,11532,9837,13639,9416,19671,10443,28528,13879,51593,18967,13994,16981,10844,8875,9920,8745,5344,8483,803,3911,3,55,0,0,0,0,0,0
과천선 인덕원,68,2,7661,2539,26327,12022,76747,34062,68186,101007,37520,35576,27457,18759,24936,18318,26834,18043,26759,20809,24488,21881,26526,24420,32584,30362,49119,43145,80973,70428,30127,68875,21925,36316,21791,31625,16232,37129,2500,15460,18,348,0,0,0,0,0,0
과천선 평촌,58,1,3474,2261,18374,8667,55482,32590,44453,90072,22854,33235,17156,14917,16516,13220,17192,13324,16400,16585,16587,14857,19704,14410,22456,19291,39635,25532,66353,42678,26900,42545,19281,22723,17691,16601,15490,19654,2596,8529,9,269,0,0,0,0,0,0
과천선 범계,40,2,6769,2474,30132,10228,83571,22441,70515,59832,36722,45176,27717,27670,28190,26035,31183,27271,31297,33358,30601,32461,33976,32149,38777,39446,47110,54203,60666,84429,35803,75200,36388,37131,32426,28731,29196,30919,3866,13349,23,492,0,0,0,0,0,0
분당선 선릉,17,0,1073,1314,2099,10053,4500,41031,6543,129926,5343,86533,6182,34934,8304,22961,9856,19894,11202,21932,13394,18639,16511,15914,26761,16971,43282,19377,76730,23673,36203,14153,21482,6298,22571,5123,20423,5800,2290,2459,61,531,0,0,0,0,0,0
분당선 한티,45,3,1788,933,6768,8764,20258,25435,22510,45048,13663,38813,11223,22088,12170,17410,15957,20318,17207,24758,16992,17711,20686,18187,26179,23133,36483,31038,43394,33243,27338,24240,28768,12630,22127,11183,26334,12640,3164,4401,46,237,0,0,0,0,0,0
분당선 도곡,54,1,1084,955,3137,5615,8533,14418,11881,24754,8447,17914,6577,8362,7289,7114,8529,7300,9580,8293,9467,7516,12159,7517,13990,8634,19592,10214,23253,13647,11695,11046,7780,6420,6901,5655,5624,6959,1042,2335,19,210,1,1,0,0,0,0
분당선 구룡,1,0,387,616,1270,5386,2780,9692,3703,4764,2939,2235,2268,1563,2347,1399,2385,1571,2604,2038,2348,1977,3021,2008,8733,2211,6775,2686,4607,3530,1709,2908,1104,1802,2895,1849,564,2188,147,1000,5,37,0,0,0,0,0,0
분당선 개포동,1,0,687,924,3061,6250,8515,5806,9196,9156,5303,6361,4510,4591,4205,3549,5243,4102,4893,4845,4932,4382,5366,4617,8577,5311,9566,7090,9231,10175,5080,8603,3321,5097,3812,4308,3564,5393,681,2123,2,55,0,0,0,0,0,0
분당선 대모산입구,4,0,1762,1165,3409,11116,9351,4714,10010,8551,5926,4227,4616,2777,4286,2980,4637,2875,4307,3407,4059,3306,4591,4255,8787,4538,11150,5420,8235,6882,3281,6108,1935,3834,1387,3626,1153,4404,307,1615,1,120,0,0,0,0,0,0
분당선 수서,61,0,3372,2750,6255,11345,23398,25172,33660,44913,21582,23879,20299,17292,16404,12992,19777,15990,19165,16688,13571,16250,22695,18224,25068,22061,32809,25933,41026,36568,18387,28137,17943,17870,12924,14882,12339,16077,4518,4933,12,449,0,0,0,0,0,0
분당선 복정,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
분당선 수원,727,4,4501,493,8470,3618,22365,7539,23281,13264,11528,11538,7503,7566,8060,8489,9259,9358,9854,10335,9538,10003,10985,9829,13770,12111,17080,19112,20174,24282,14001,16712,13687,9733,12954,7175,12146,7016,2100,3526,28,501,0,0,0,0,0,0
분당선 서울숲,95,0,2365,441,5144,4288,13502,19096,21463,40531,14217,25327,7804,12444,7341,10947,8465,11783,9613,14550,10596,13188,14012,13479,18338,14352,28222,15916,43129,24168,21716,16594,13680,9271,12642,8039,9148,9097,1250,3254,21,586,0,0,0,0,0,0
분당선 압구정로데오,52,1,1191,744,3225,10290,4915,24107,7114,69164,6094,102563,7561,47125,11677,35378,14621,32566,17389,33049,22468,30321,29379,28504,38828,29724,57775,34003,84806,41712,64422,21346,51455,7033,42636,4562,41006,4696,3248,1710,38,367,0,0,0,0,0,0
분당선 강남구청,9,0,1098,551,2611,4619,7445,15014,9518,54934,8119,41919,7478,18939,8598,13527,9544,13501,11004,14266,12507,13426,13778,13076,16491,13587,25346,16220,49115,20708,26515,13764,14720,6994,15082,5579,12308,6401,1627,2498,21,445,0,0,0,0,0,0
분당선 선정릉,9,0,856,870,1911,5071,4681,12424,7035,54285,5841,42696,5029,14907,6102,8572,6514,7879,7726,8821,9258,8303,10261,7425,12966,7609,22639,8635,46014,10247,25391,7276,11833,3811,11654,3721,9283,4465,1601,1681,16,321,0,0,0,0,0,0
분당선 가천대,39,3,4922,650,7034,3104,17116,5422,23918,26605,13562,19084,9666,15186,10061,9951,13036,14211,11720,12815,13107,11315,14334,10630,20021,11907,22719,16381,16242,22400,8785,19911,6067,13879,5459,14487,5599,17459,1357,8244,60,411,1,0,0,0,0,0
분당선 태평,254,15,14812,1587,20281,5624,40304,8067,61876,17605,37922,12203,20671,11043,17314,12499,18769,13923,18804,14541,16666,16628,16069,22558,16852,24400,18984,31964,19054,44528,10493,34666,7538,24055,6539,26033,4782,24710,1305,9687,42,556,0,0,0,0,0,0
분당선 모란,323,5,14344,2853,21988,10074,52259,22287,64716,34119,45229,25670,29258,23579,28907,28167,31055,30444,32610,32400,35289,33316,32985,37820,33918,38444,35762,43621,41712,60725,22442,47114,15747,32693,15842,29745,14923,29165,3080,13010,138,785,0,0,0,0,0,0
분당선 야탑,116,3,6250,2749,18649,13141,53108,37780,62278,92755,39471,50276,30490,30711,31811,25695,33566,32460,32660,34469,33528,32032,36911,35178,42148,37471,56520,50503,82402,68925,37879,57915,27790,33770,27149,26373,21338,31576,4049,12362,150,1041,0,0,0,0,0,0
분당선 서현,283,11,4258,2628,12243,11470,33380,36628,39123,78320,27186,59960,23337,33691,26021,30334,29226,32156,30048,34772,33266,36525,39104,33558,42523,38493,61879,50397,78969,62295,47860,47800,46680,25706,41982,19436,34777,20483,5110,8496,209,841,0,0,0,0,0,0
